Униграммы при Хи-2,Хи-квадрат,Униграммы при Взаимной инф.,Взаимная информация,Биграммы при Хи-2,Хи-квадрат (Биграммы),Биграммы при Взаимной инф.,Взаимная информация (Биграммы)
offer,3.818181818181797,organizers,0.00042036493313717723,east japan,7.999999999999954,propose framework,0.001061261550104795
processes,3.8170731707316863,pagerank,0.00042036493313717723,from facebook,7.999999999999954,functions for,0.001061261550104795
generation,3.808823529411744,isn,0.00042036493313717723,consumer satisfaction,7.999999999999954,and diagnosis,0.001061261550104795
crucial,3.80821917808217,imposes,0.00042036493313717723,syndrome on,7.999999999999954,services the,0.001061261550104795
modern,3.804347826086935,intensities,0.00042036493313717723,language identification,7.999999999999954,and practice,0.001061261550104795
cannot,3.804347826086935,normalize,0.00042036493313717723,karp algorithm,7.999999999999954,tasks that,0.001061261550104795
war,3.7999999999999794,prolog,0.00042036493313717723,trade area,7.999999999999954,value that,0.001061261550104795
streams,3.7999999999999794,issued,0.00042036493313717723,text streams,7.999999999999954,achieved with,0.001061261550104795
reflection,3.7999999999999794,instantaneous,0.00042036493313717723,tweets using,7.999999999999954,the properties,0.001061261550104795
realm,3.7999999999999794,initiated,0.00042036493313717723,documents through,7.999999999999954,review is,0.001061261550104795
prepared,3.7999999999999794,linguists,0.00042036493313717723,game usability,7.999999999999954,term document,0.001061261550104795
compiled,3.7999999999999794,manpower,0.00042036493313717723,tm techniques,7.999999999999954,query language,0.001061261550104795
decreasing,3.7999999999999794,initiates,0.00042036493313717723,traction power,7.999999999999954,models were,0.001061261550104795
judge,3.7999999999999794,purely,0.00042036493313717723,clustering by,7.999999999999954,word removal,0.001061261550104795
intermediate,3.799999999999979,islands,0.00042036493313717723,clustering analysis,7.999999999999954,ontology that,0.001061261550104795
synchronization,3.799999999999979,injected,0.00042036493313717723,for news,7.999999999999954,hence there,0.001061261550104795
letters,3.799999999999979,impression,0.00042036493313717723,government departments,7.999999999999954,web it,0.001061261550104795
child,3.799999999999979,integrator,0.00042036493313717723,and emotions,7.999999999999954,two major,0.001061261550104795
suffering,3.799999999999979,pronunciation,0.00042036493313717723,text records,7.999999999999954,regression and,0.001061261550104795
authentication,3.799999999999979,navigating,0.00042036493313717723,feature discovery,7.999999999999954,removal and,0.001061261550104795
knowing,3.799999999999979,noted,0.00042036493313717723,conditional entropy,7.999999999999954,the stop,0.001061261550104795
terminal,3.799999999999979,judgements,0.00042036493313717723,supporting the,7.999999999999954,the trend,0.001061261550104795
augmented,3.799999999999979,linearity,0.00042036493313717723,text naming,7.999999999999954,scheme can,0.001061261550104795
equal,3.799999999999979,middleware,0.00042036493313717723,context vectors,7.999999999999954,of diverse,0.001061261550104795
middle,3.799999999999979,isolation,0.00042036493313717723,embedding and,7.999999999999954,limits the,0.001061261550104795
grey,3.799999999999979,owned,0.00042036493313717723,embeddings are,7.999999999999954,our case,0.001061261550104795
five,3.799999999999979,impractical,0.00042036493313717723,the semantics,7.999999999999954,this investigation,0.001061261550104795
guarantee,3.7999999999999785,illustrating,0.00042036493313717723,large databases,7.999999999999954,explored the,0.001061261550104795
achieving,3.799999999999978,ip,0.00042036493313717723,the purposes,7.999999999999954,many different,0.001061261550104795
done,3.7899999999999787,mfcc,0.00042036493313717723,japanese living,7.999999999999954,very large,0.001061261550104795
new,3.782258064516108,immune,0.00042036493313717723,articles with,7.999999999999954,processing to,0.001061261550104795
parallel,3.7812499999999787,philosophy,0.00042036493313717723,institutes of,7.999999999999954,with user,0.001061261550104795
extend,3.769230769230748,particles,0.00042036493313717723,from indonesian,7.999999999999954,similarities and,0.001061261550104795
higher,3.7448979591836524,heights,0.00042036493313717723,cv parser,7.999999999999954,very few,0.001061261550104795
all,3.742793791574259,italian,0.00042036493313717723,blog topic,7.999999999999954,decide the,0.001061261550104795
advanced,3.739130434782588,pop,0.00042036493313717723,kansei engineering,7.999999999999954,if we,0.001061261550104795
utilizing,3.7391304347825876,npv,0.00042036493313717723,configuration measure,7.999999999999954,behavior in,0.001061261550104795
integrating,3.7307692307692095,laying,0.00042036493313717723,downstream text,7.999999999999954,with semantic,0.001061261550104795
both,3.729857819905192,hotspot,0.00042036493313717723,k_means algorithm,7.999999999999954,their ability,0.001061261550104795
starting,3.714285714285694,masking,0.00042036493313717723,modified version,7.999999999999954,when we,0.001061261550104795
sc,3.7142857142856935,invariant,0.00042036493313717723,configuration bug,7.999999999999954,other users,0.001061261550104795
incorporation,3.7142857142856935,occupies,0.00042036493313717723,the genes,7.999999999999954,similarity measurement,0.001061261550104795
reason,3.7142857142856935,humane,0.00042036493313717723,double screen,7.999999999999954,singular value,0.001061261550104795
flat,3.7142857142856935,possessed,0.00042036493313717723,team performance,7.999999999999954,and financial,0.001061261550104795
gradients,3.7142857142856935,neurons,0.00042036493313717723,theory the,7.999999999999954,technique called,0.001061261550104795
scan,3.7142857142856935,planners,0.00042036493313717723,clustering effect,7.999999999999954,corpus in,0.001061261550104795
overcoming,3.7142857142856935,molecules,0.00042036493313717723,joint conditional,7.999999999999954,scale of,0.001061261550104795
priori,3.7142857142856935,prevented,0.00042036493313717723,technical debt,7.999999999999954,for system,0.001061261550104795
supplied,3.7142857142856935,manageable,0.00042036493313717723,tweets from,7.999999999999954,articles based,0.001061261550104795
merit,3.7142857142856935,jams,0.00042036493313717723,stakeholders and,7.999999999999954,sentence and,0.001061261550104795
incorporates,3.7142857142856935,investigator,0.00042036493313717723,therapy and,7.999999999999954,determine whether,0.001061261550104795
shaped,3.7142857142856935,investigators,0.00042036493313717723,therapy techniques,7.999999999999954,status of,0.0010606543901994798
oilfield,3.7142857142856935,increment,0.00042036493313717723,classifiers that,7.999999999999954,application that,0.001060650257632691
clause,3.7142857142856935,portals,0.00042036493313717723,themes from,7.999999999999954,can identify,0.001060650257632691
intra,3.7142857142856935,imperfect,0.00042036493313717723,interesting knowledge,7.999999999999954,systems which,0.001060650257632691
arises,3.7142857142856935,nuanced,0.00042036493313717723,and label,7.999999999999954,dynamics of,0.001060650257632691
alpha,3.7142857142856935,optimistic,0.00042036493313717723,vulnerability of,7.999999999999954,function the,0.001060650257632691
citations,3.714285714285693,precious,0.00042036493313717723,he and,7.999999999999954,be in,0.001060650257632691
ucd,3.714285714285693,qualify,0.00042036493313717723,hazardous patterns,7.999999999999954,combine the,0.001060650257632691
division,3.714285714285693,meaningfully,0.00042036493313717723,corpora of,7.999999999999954,method outperforms,0.001060650257632691
mentions,3.714285714285693,paved,0.00042036493313717723,categorization text,7.999999999999954,data such,0.001060650257632691
reform,3.714285714285693,publish,0.00042036493313717723,and articles,7.999999999999954,increasing number,0.0010605858780214378
relate,3.714285714285693,manufacturers,0.00042036493313717723,forest rf,7.999999999999954,utilize the,0.0010605497117327101
spt,3.714285714285693,loan,0.00042036493313717723,literature is,7.999999999999954,to gather,0.0010605497117327101
apache,3.714285714285693,manuscripts,0.00042036493313717723,an understanding,7.999999999999954,dataset is,0.0010596327560157045
spent,3.714285714285693,optima,0.00042036493313717723,causal network,7.999999999999954,trend of,0.001058981704685276
nephropathy,3.714285714285693,interacts,0.00042036493313717723,class diagrams,7.999999999999954,and decision,0.001057090395046023
entirely,3.714285714285693,nonparametric,0.00042036493313717723,literature using,7.999999999999954,with its,0.0010570409731945965
fluctuation,3.714285714285693,notify,0.00042036493313717723,tendency of,7.999999999999954,of existing,0.0010570409731945965
achievement,3.714285714285693,interconnect,0.00042036493313717723,and key,7.999999999999954,on this,0.001056826030733554
economical,3.714285714285693,infectious,0.00042036493313717723,metaverse services,7.999999999999954,the following,0.001056439873024704
microblogs,3.714285714285693,notwithstanding,0.00042036493313717723,meta embedding,7.999999999999954,done in,0.0010517819826045896
corrected,3.714285714285693,pioneering,0.00042036493313717723,comments about,7.999999999999954,length of,0.0010517264900024755
discoveries,3.714285714285693,machinery,0.00042036493313717723,including data,7.999999999999954,to perform,0.0010513464427891177
visualizing,3.714285714285693,purchased,0.00042036493313717723,these textual,7.999999999999954,our results,0.0010507607927887743
discriminate,3.714285714285693,motivates,0.00042036493313717723,were created,7.999999999999954,of complex,0.0010503440499950063
ease,3.714285714285693,hyper,0.00042036493313717723,meridian of,7.999999999999954,the distribution,0.0010503114376240966
brief,3.714285714285693,outsourcing,0.00042036493313717723,and published,7.999999999999954,task to,0.0010489657033338822
novice,3.714285714285693,nasa,0.00042036493313717723,detection on,7.999999999999954,suggest that,0.0010489657033338822
death,3.714285714285693,parameterization,0.00042036493313717723,the dimension,7.999999999999954,apply the,0.0010489657033338822
gpt,3.714285714285693,na,0.00042036493313717723,forest algorithm,7.999999999999954,that we,0.0010472018630313202
broader,3.714285714285693,npc,0.00042036493313717723,matrix in,7.999999999999954,depends on,0.001043965539791191
visually,3.714285714285693,liable,0.00042036493313717723,information extracting,7.999999999999954,it to,0.0010417228822104723
sina,3.714285714285693,imagine,0.00042036493313717723,steps and,7.999999999999954,network the,0.0010413527904266596
governance,3.714285714285693,legacy,0.00042036493313717723,microblog texts,7.999999999999954,of artificial,0.0010405303234003235
exchanged,3.714285714285693,prerequisite,0.00042036493313717723,microblog text,7.999999999999954,the course,0.0010404489132461846
inquiry,3.714285714285693,nutritional,0.00042036493313717723,microbial interaction,7.999999999999954,is growing,0.0010399425853087688
denoted,3.714285714285693,phones,0.00042036493313717723,evolution law,7.999999999999954,the resource,0.0010397347227521251
subset,3.714285714285693,poster,0.00042036493313717723,micro enterprise,7.999999999999954,the tool,0.001039083663920486
voluminous,3.714285714285693,prescribed,0.00042036493313717723,carries out,7.999999999999954,the effect,0.0010388431955872506
exams,3.714285714285693,passing,0.00042036493313717723,from student,7.999999999999954,to collect,0.0010387196401371564
box,3.714285714285693,outdated,0.00042036493313717723,then text,7.999999999999954,for efficient,0.0010385549442725088
lacks,3.714285714285693,inception,0.00042036493313717723,think aloud,7.999999999999954,for further,0.0010385549442725088
larger,3.6999999999999793,indigenous,0.00042036493313717723,the reviewer,7.999999999999954,the actual,0.001038221203857828
researcher,3.699999999999979,pillars,0.00042036493313717723,matrix to,7.999999999999954,conducted on,0.0010368845845573531
recently,3.6981132075471486,knowledgeable,0.00042036493313717723,as twitter,7.999999999999954,selection of,0.0010362947989992983
must,3.684210526315768,losing,0.00042036493313717723,methods data,7.999999999999954,the fact,0.0010360528448105548
practical,3.6829268292682724,elbow,0.00042036493313717723,and gram,7.999999999999954,leads to,0.0010333219150597019
